Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category
mkni109876275,36,4.8,22.760072,75.892574,22.850072,75.982574,2022-04-02,21:10:00,21:25:00,Cloudy,Jam ,motorcycle ,Metropolitian ,175,Books
osei768214575,22,4.6,22.74806,75.8934,22.79806,75.9434,2022-03-03,21:10:00,21:25:00,Windy,Jam ,scooter ,Metropolitian ,125,Cosmetics
fdls248525577,27,4.6,26.913483,75.803139,26.983483,75.873139,2022-04-06,17:45:00,18:00:00,Windy,Medium ,motorcycle ,Metropolitian ,170,Kitchen
wowz744442384,32,4.7,18.533811,73.899315,18.613811,73.979315,2022-03-23,19:35:00,19:40:00,Windy,Jam ,motorcycle ,Urban ,205,Home
ikbp837247877,29,5.0,21.170096,72.789122,21.210096,72.829122,2022-03-19,16:10:00,16:15:00,Sunny,Medium ,motorcycle ,Urban ,110,Apparel
ugqv547413486,23,4.7,26.902328,75.794257,26.992328,75.884257,2022-03-02,22:10:00,22:25:00,Stormy,Low ,motorcycle ,Urban ,55,Clothing
ksko693478504,26,4.7,9.985497,76.276999,10.075497,76.366999,2022-02-12,20:55:00,21:05:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,170,Electronics
rodh302067981,38,4.6,21.175975,72.795503,21.305975,72.925503,2022-03-23,20:00:00,20:05:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,270,Toys
zbdm211208619,38,4.9,26.469003,80.316344,26.499003,80.346344,2022-02-15,22:45:00,22:50:00,Sunny,Low ,scooter ,Urban ,70,Sports
rtfa383832778,26,4.6,26.911927,75.797282,26.991927,75.877282,2022-03-31,23:45:00,00:00:00,Stormy,Low ,scooter ,Metropolitian ,65,Pet Supplies
ocrk595151397,28,4.6,26.914142,75.805704,27.044142,75.935704,2022-04-06,22:15:00,22:30:00,Stormy,Low ,motorcycle ,Metropolitian ,85,Electronics
xjlj289613270,39,4.9,0.0,0.0,0.11,0.11,2022-03-06,18:15:00,18:20:00,Sunny,Medium ,motorcycle ,Metropolitian ,140,Pet Supplies
liwz579887239,24,5.0,12.3085,76.665808,12.3585,76.715808,2022-03-30,18:40:00,18:55:00,Cloudy,Medium ,van,Metropolitian ,60,Apparel
lxnf328488090,38,4.7,21.173493,72.801953,21.203493,72.831953,2022-04-05,20:45:00,21:00:00,Sandstorms,Jam ,scooter ,Metropolitian ,140,Cosmetics
zuez379773006,36,4.7,30.905562,75.832841,30.965562,75.892841,2022-02-17,20:55:00,21:10:00,Sandstorms,Jam ,scooter ,Metropolitian ,150,Toys
zhhj278649420,23,4.7,12.3085,76.665808,12.3585,76.715808,2022-03-05,21:25:00,21:35:00,Cloudy,Jam ,motorcycle ,Metropolitian ,120,Shoes
albr835290594,37,4.8,19.1813,72.836191,19.1913,72.846191,2022-03-28,08:20:00,08:30:00,Cloudy,Low ,motorcycle ,Metropolitian ,18,Grocery
vhbw871349535,39,4.7,10.020683,76.310631,10.090683,76.380631,2022-02-18,17:30:00,17:35:00,Stormy,Medium ,scooter ,Metropolitian ,105,Books
hdhb364725205,29,4.6,18.592718,73.773572,18.642718,73.823572,2022-03-19,18:45:00,18:50:00,Sandstorms,Medium ,motorcycle ,Metropolitian ,140,Books
qitv582127564,28,5.0,18.536562,73.896485,18.546562,73.906485,2022-03-15,11:45:00,12:00:00,Stormy,High ,motorcycle ,Metropolitian ,85,Books
xuly494595727,21,4.7,17.424114,78.347554,17.434114,78.357554,2022-04-05,11:25:00,11:35:00,Windy,High ,motorcycle ,Urban ,80,Cosmetics
vfbb901609704,20,4.6,18.539299,73.897902,18.549299,73.907902,2022-04-03,08:15:00,08:30:00,Cloudy,Low ,motorcycle ,Urban ,80,Outdoors
mnnn013480772,20,4.9,12.334022,76.618203,12.424022,76.708203,2022-03-23,20:20:00,20:35:00,Fog,Jam ,motorcycle ,Urban ,185,Pet Supplies
xbea504769778,33,4.6,17.433809,78.386744,17.513809,78.466744,2022-03-12,23:40:00,23:45:00,Sandstorms,Low ,scooter ,Metropolitian ,135,Books
ylcv566097817,35,4.7,22.515082,88.36783,22.645082,88.49783,2022-02-14,20:45:00,21:00:00,Cloudy,Jam ,scooter ,Metropolitian ,180,Cosmetics
jxub839725763,25,4.7,26.956431,75.776649,26.986431,75.806649,2022-03-17,17:35:00,17:50:00,Stormy,Medium ,scooter ,Urban ,120,Outdoors
zfgu542649989,22,4.9,25.45235,81.841889,25.53235,81.921889,2022-02-12,22:30:00,22:35:00,Sunny,Low ,motorcycle ,Metropolitian ,145,Skincare
ddcb725230114,36,4.8,0.0,0.0,0.06,0.06,2022-03-07,23:45:00,23:50:00,Sunny,Low ,motorcycle ,Metropolitian ,105,Sports
bxgn959827351,25,4.9,21.175975,72.795503,21.215975,72.835503,2022-03-03,15:20:00,15:35:00,Cloudy,Medium ,scooter ,Urban ,80,Snacks
ppsz838564848,22,4.5,17.41233,78.449654,17.49233,78.529654,2022-03-31,22:35:00,22:50:00,Windy,Low ,scooter ,Urban ,55,Toys
rawr832853107,27,4.7,22.32,73.17,22.34,73.19,2022-04-05,11:25:00,11:30:00,Sunny,High ,motorcycle ,Metropolitian ,90,Toys
zneh604093217,25,4.4,12.979166,77.640709,12.999166,77.660709,2022-03-28,11:35:00,11:40:00,Stormy,High ,motorcycle ,Metropolitian ,39,Grocery
iwkz307879220,26,4.6,22.753659,75.903365,22.883659,76.033365,2022-03-12,21:00:00,21:10:00,Sunny,Jam ,scooter ,Urban ,50,Apparel
sghx196383534,27,4.9,17.429585,78.392621,17.439585,78.402621,2022-03-28,11:20:00,11:30:00,Sandstorms,High ,motorcycle ,Metropolitian ,115,Jewelry
fnmf367654213,33,4.4,26.913483,75.803139,26.993483,75.883139,2022-03-23,20:30:00,20:35:00,Windy,Jam ,scooter ,Metropolitian ,160,Pet Supplies
pdsa964712334,37,4.1,22.725748,75.898497,22.815748,75.988497,2022-04-02,18:40:00,18:55:00,Cloudy,Medium ,scooter ,Metropolitian ,165,Shoes
rzif202456392,31,3.9,19.103249,72.846749,19.183249,72.926749,2022-03-14,19:40:00,19:55:00,Windy,Jam ,scooter ,Metropolitian ,215,Books
yocn051804972,24,2.8,18.593481,73.785901,18.673481,73.865901,2022-03-04,22:15:00,22:30:00,Sunny,Low ,scooter ,Urban ,215,Pet Supplies
dsdv834539399,33,4.8,17.422819,78.449578,17.462819,78.489578,2022-03-07,12:40:00,12:55:00,Stormy,High ,motorcycle ,Urban ,185,Pet Supplies
vgsd626669767,26,4.4,0.0,0.0,0.03,0.03,2022-03-17,19:10:00,19:15:00,Sunny,Jam ,motorcycle ,Metropolitian ,220,Electronics
lxlp114799380,27,4.5,0.0,0.0,0.09,0.09,2022-02-16,23:45:00,23:55:00,Stormy,Low ,motorcycle ,Urban ,50,Shoes
qolc518040061,37,4.9,21.186438,72.794115,21.276438,72.884115,2022-03-02,17:25:00,17:40:00,Fog,Medium ,motorcycle ,Metropolitian ,180,Kitchen
upvx054087189,23,4.9,0.0,0.0,0.11,0.11,2022-03-06,21:55:00,22:00:00,Sunny,Jam ,motorcycle ,Metropolitian ,95,Clothing
odhv317766688,37,4.7,21.173493,72.801953,21.253493,72.881953,2022-03-06,17:45:00,17:50:00,Cloudy,Medium ,motorcycle ,Metropolitian ,160,Clothing
npxf705956657,20,4.7,22.310526,73.170937,22.440526,73.300937,2022-03-31,20:15:00,20:30:00,Cloudy,Jam ,motorcycle ,Metropolitian ,235,Pet Supplies
allm303642276,25,4.2,26.905287,75.794592,26.925287,75.814592,2022-03-24,10:00:00,10:05:00,Windy,Low ,motorcycle ,Metropolitian ,140,Electronics
ygxj388752043,27,4.5,26.88842,75.800689,26.90842,75.820689,2022-03-07,08:20:00,08:30:00,Sandstorms,Low ,motorcycle ,Urban ,110,Toys
dxbn442098396,33,4.8,21.149669,72.772629,21.169669,72.792629,2022-03-05,11:15:00,11:20:00,Cloudy,High ,scooter ,Metropolitian ,165,Shoes
llco545879073,32,4.5,15.516833,73.768172,15.596833,73.848172,2022-02-12,17:45:00,17:50:00,Cloudy,Medium ,motorcycle ,Metropolitian ,235,Snacks
lizs852518782,21,4.8,12.972161,77.596014,13.012161,77.636014,2022-03-19,16:45:00,16:50:00,Sunny,Medium ,motorcycle ,Urban ,60,Jewelry
bpai686647471,22,4.9,11.001852,76.976268,11.061852,77.036268,2022-03-17,23:35:00,23:40:00,Sunny,Low ,van,Metropolitian ,120,Clothing
rubo428240168,35,4.7,22.722634,75.886959,22.762634,75.926959,2022-03-19,15:10:00,15:20:00,Fog,Medium ,motorcycle ,Metropolitian ,135,Cosmetics
clxh095910299,36,3.5,17.431477,78.40035,17.521477,78.49035,2022-03-27,22:50:00,22:55:00,Sunny,Low ,motorcycle ,Metropolitian ,170,Kitchen
jask441830191,20,4.4,30.902872,75.826808,30.922872,75.846808,2022-02-17,09:00:00,09:15:00,Stormy,Low ,motorcycle ,Metropolitian ,135,Pet Supplies
wxtg987157847,25,4.9,22.728163,75.884212,22.858163,76.014212,2022-03-23,18:25:00,18:40:00,Sandstorms,Medium ,scooter ,Metropolitian ,125,Apparel
girq089692150,29,4.8,21.185047,72.80859,21.195047,72.81859,2022-03-09,11:55:00,12:05:00,Sandstorms,High ,motorcycle ,Metropolitian ,115,Clothing
tgqi913549241,34,4.5,26.849596,75.800512,26.879596,75.830512,2022-03-15,20:10:00,20:25:00,Sunny,Jam ,motorcycle ,Metropolitian ,85,Home
hzsw410280147,22,4.9,10.035573,76.336958,10.145573,76.446958,2022-02-12,22:45:00,22:55:00,Cloudy,Low ,scooter ,Metropolitian ,110,Electronics
ctgl221873026,26,4.5,12.933298,77.614293,13.043298,77.724293,2022-03-14,21:30:00,21:45:00,Windy,Jam ,motorcycle ,Urban ,75,Sports
pwoa932215610,33,5.0,18.516216,73.842527,18.536216,73.862527,2022-03-13,10:45:00,11:00:00,Sunny,Low ,motorcycle ,Urban ,50,Outdoors
yjog741915287,36,5.0,19.254567,72.848923,19.284567,72.878923,2022-03-19,18:40:00,18:50:00,Sunny,Medium ,motorcycle ,Metropolitian ,125,Skincare
ibuz643948197,29,4.6,22.515082,88.36783,22.555082,88.40783,2022-02-13,14:35:00,14:40:00,Fog,High ,scooter ,Metropolitian ,135,Clothing
mqgs349898032,38,4.3,22.75004,75.902847,22.82004,75.972847,2022-03-16,17:10:00,17:25:00,Fog,Medium ,scooter ,Urban ,190,Kitchen
txoh018724803,27,4.7,12.323994,76.626167,12.363994,76.666167,2022-03-01,14:10:00,14:25:00,Sandstorms,High ,scooter ,Urban ,130,Skincare
ogon338372877,37,4.1,12.933284,77.615428,12.973284,77.655428,2022-03-21,13:15:00,13:25:00,Stormy,High ,motorcycle ,Metropolitian ,215,Books
igtr530606799,35,4.8,17.422819,78.449578,17.532819,78.559578,2022-03-18,22:20:00,22:35:00,Stormy,Low ,motorcycle ,Urban ,16,Grocery
eiks130855430,36,4.4,17.45971,78.368855,17.56971,78.478855,2022-03-27,18:55:00,19:10:00,Stormy,Medium ,motorcycle ,Metropolitian ,185,Apparel
rrxp551052819,39,3.7,12.986047,80.218114,13.096047,80.328114,2022-03-29,17:30:00,17:45:00,Windy,Medium ,motorcycle ,Metropolitian ,165,Jewelry
jqlw124491584,35,4.9,23.354422,85.3329,23.484422,85.4629,2022-03-25,23:40:00,23:45:00,Sandstorms,Low ,motorcycle ,Metropolitian ,115,Cosmetics
eqgz951259505,28,4.6,13.066762,80.251865,13.106762,80.291865,2022-03-09,13:25:00,13:35:00,Cloudy,High ,van,Metropolitian ,110,Shoes
jbkx666221795,32,4.7,12.986047,80.218114,13.066047,80.298114,2022-03-31,20:00:00,20:05:00,Cloudy,Jam ,motorcycle ,Metropolitian ,215,Toys
qqie786574651,38,4.9,0.0,0.0,0.13,0.13,2022-02-12,20:20:00,20:30:00,Cloudy,Jam ,motorcycle ,Urban ,265,Shoes
lblz005307709,27,4.8,30.893081,75.821495,30.903081,75.831495,2022-02-11,09:20:00,09:25:00,Fog,Low ,scooter ,Metropolitian ,85,Cosmetics
yhoj796935269,31,4.2,22.31279,73.170283,22.44279,73.300283,2022-03-20,20:10:00,20:25:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,220,Jewelry
aems385138007,29,3.1,27.165108,78.015053,27.275108,78.125053,2022-02-16,22:35:00,22:50:00,Sunny,Low ,motorcycle ,Urban ,190,Clothing
ligf125049840,23,4.8,23.232537,77.429845,23.262537,77.459845,2022-02-13,19:20:00,19:35:00,Cloudy,Jam ,motorcycle ,Metropolitian ,145,Apparel
qsjf881315805,38,4.2,12.323978,76.627961,12.353978,76.657961,2022-03-09,20:50:00,21:05:00,Fog,Jam ,van,Metropolitian ,170,Clothing
vwhv496878765,27,4.7,22.32,73.17,22.4,73.25,2022-03-10,21:50:00,21:55:00,Windy,Jam ,motorcycle ,Metropolitian ,38,Grocery
adhm565382341,30,4.4,21.160522,72.771477,21.200522,72.811477,2022-03-09,13:20:00,13:35:00,Sandstorms,High ,scooter ,Metropolitian ,155,Apparel
fpir333145876,37,4.5,23.353783,85.326967,23.433783,85.406967,2022-03-25,17:25:00,17:30:00,Fog,Medium ,motorcycle ,Other,225,Books
eepq462807651,38,4.8,11.02091,76.940432,11.11091,77.030432,2022-03-10,19:30:00,19:40:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,140,Outdoors
dvdn561633250,22,4.1,22.745049,75.892471,22.875049,76.022471,2022-03-16,21:00:00,21:05:00,Cloudy,Jam ,motorcycle ,Metropolitian ,200,Electronics
gcpd183550234,31,4.6,17.450851,78.379347,17.500851,78.429347,2022-04-05,23:50:00,00:05:00,Cloudy,Low ,van,Metropolitian ,95,Apparel
ndla189793671,25,4.6,22.307898,73.167788,22.357898,73.217788,2022-03-28,20:55:00,21:05:00,Sandstorms,Jam ,scooter ,Metropolitian ,100,Electronics
prvn110172659,35,4.4,12.914264,77.6784,12.994264,77.7584,2022-03-12,21:00:00,21:05:00,Windy,Jam ,motorcycle ,Metropolitian ,180,Cosmetics
lfuc459874953,20,4.4,22.307898,73.167788,22.347898,73.207788,2022-03-21,13:55:00,14:05:00,Sunny,High ,motorcycle ,Metropolitian ,245,Cosmetics
nnbp986375210,31,3.7,21.173343,72.792731,21.243343,72.862731,2022-03-14,22:35:00,22:45:00,Cloudy,Low ,scooter ,Metropolitian ,195,Shoes
terc246381235,30,4.0,12.337928,76.617889,12.397928,76.677889,2022-03-07,17:30:00,17:45:00,Sandstorms,Medium ,scooter ,Metropolitian ,31,Grocery
hiso124433101,24,4.5,26.911927,75.797282,26.991927,75.877282,2022-03-14,20:35:00,20:40:00,Sunny,Jam ,scooter ,Urban ,50,Cosmetics
irbb388603669,32,4.7,26.956431,75.776649,27.096431,75.916649,2022-04-04,23:30:00,23:45:00,Windy,Low ,scooter ,Metropolitian ,125,Sports
rrlr793841576,35,4.6,26.90294,75.793007,26.91294,75.803007,2022-03-24,10:15:00,10:20:00,Windy,Low ,motorcycle ,Metropolitian ,135,Kitchen
scfe045721984,21,4.9,21.173343,72.792731,21.303343,72.922731,2022-03-20,21:10:00,21:15:00,Stormy,Jam ,motorcycle ,Metropolitian ,145,Books
yozu185095666,21,4.9,19.1813,72.836191,19.3113,72.966191,2022-03-23,23:30:00,23:45:00,Sunny,Low ,motorcycle ,Urban ,110,Kitchen
pisl362591769,28,4.8,30.873988,75.842739,31.013988,75.982739,2022-02-14,17:40:00,17:55:00,Stormy,Medium ,motorcycle ,Metropolitian ,190,Shoes
jygz581080878,20,4.6,21.170096,72.789122,21.190096,72.809122,2022-03-07,09:45:00,09:55:00,Fog,Low ,motorcycle ,Urban ,115,Clothing
ftoi061228056,20,4.6,26.471529,80.313458,26.481529,80.323458,2022-02-17,10:30:00,10:40:00,Cloudy,Low ,motorcycle ,Urban ,115,Cosmetics
amkh848098276,23,4.7,18.593481,73.785901,18.683481,73.875901,2022-03-02,23:10:00,23:15:00,Windy,Low ,scooter ,Urban ,80,Outdoors
fvwr194684038,30,4.5,21.170096,72.789122,21.280096,72.899122,2022-04-06,17:10:00,17:25:00,Stormy,Medium ,scooter ,Metropolitian ,145,Clothing
turz008070372,20,4.6,12.975377,77.696664,13.005377,77.726664,2022-03-26,17:30:00,17:45:00,Stormy,Medium ,scooter ,Metropolitian ,100,Kitchen
zuzo917302249,39,4.7,22.31279,73.170283,22.37279,73.230283,2022-03-21,21:15:00,21:25:00,Sunny,Jam ,motorcycle ,Metropolitian ,29,Grocery
rvxh233333814,39,4.0,25.449872,81.836167,25.579872,81.966167,2022-02-18,20:30:00,20:40:00,Windy,Jam ,motorcycle ,Metropolitian ,205,Apparel
uvul126250829,37,4.3,22.514585,88.39331,22.594585,88.47331,2022-02-18,22:55:00,23:00:00,Cloudy,Low ,motorcycle ,Metropolitian ,200,Home
jvvp038932329,24,4.7,9.979363,76.285001,10.009363,76.315001,2022-02-11,18:25:00,18:30:00,Cloudy,Medium ,scooter ,Metropolitian ,70,Clothing
quiq730299406,29,4.5,19.120083,72.907385,19.160083,72.947385,2022-04-05,13:50:00,14:05:00,Fog,High ,scooter ,Metropolitian ,125,Pet Supplies
pssq659848729,32,4.4,19.207222,72.972281,19.227222,72.992281,2022-03-24,09:50:00,10:05:00,Sandstorms,Low ,motorcycle ,Metropolitian ,115,Books
mzge477330715,39,4.9,18.51421,73.838429,18.54421,73.868429,2022-03-05,18:00:00,18:05:00,Sunny,Medium ,motorcycle ,Other,100,Clothing
dhvs574037825,39,4.7,18.592718,73.773572,18.682718,73.863572,2022-03-31,21:45:00,22:00:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,205,Jewelry
ahmw075132653,25,4.6,13.086438,80.220672,13.096438,80.230672,2022-03-26,10:40:00,10:55:00,Cloudy,Low ,motorcycle ,Metropolitian ,115,Clothing
sdmp207605181,33,3.8,26.766536,75.837333,26.836536,75.907333,2022-04-06,21:50:00,22:00:00,Sandstorms,Jam ,motorcycle ,Urban ,200,Jewelry
emmf802213249,29,4.8,18.563934,73.915367,18.693935,74.045367,2022-03-31,21:00:00,21:15:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,140,Apparel
wsnw419503070,36,4.6,22.725748,75.898497,22.805747,75.978497,2022-03-20,17:30:00,17:45:00,Stormy,Medium ,scooter ,Metropolitian ,105,Jewelry
cczp997398883,37,4.7,22.725748,75.898497,22.765747,75.938497,2022-04-03,15:00:00,15:05:00,Fog,High ,motorcycle ,Metropolitian ,135,Skincare
gdoc133448591,37,4.7,22.753659,75.903365,22.803659,75.953365,2022-03-13,21:35:00,21:45:00,Sunny,Jam ,van,Metropolitian ,100,Pet Supplies
wzqu229804129,29,4.7,12.913041,77.683237,12.933041,77.703237,2022-03-13,10:00:00,10:15:00,Windy,Low ,van,Metropolitian ,95,Pet Supplies
fgyd404521549,22,4.6,13.022394,80.242439,13.082394,80.302439,2022-03-05,17:15:00,17:30:00,Stormy,Medium ,scooter ,Other,100,Pet Supplies
hfsv038187809,34,3.7,12.949934,77.699386,13.039934,77.789386,2022-03-16,20:50:00,21:00:00,Windy,Jam ,motorcycle ,Metropolitian ,175,Jewelry
tvpc572585133,33,4.9,18.533811,73.899315,18.593811,73.959315,2022-03-17,17:20:00,17:25:00,Fog,Medium ,motorcycle ,Urban ,18,Grocery
usan179757756,36,4.2,23.351489,85.324253,23.441489,85.414253,2022-04-02,19:50:00,20:05:00,Fog,Jam ,motorcycle ,Metropolitian ,44,Grocery
tyvf214260641,24,4.9,22.75004,75.902847,22.76004,75.912847,2022-03-03,08:45:00,09:00:00,Sandstorms,Low ,scooter ,Urban ,75,Cosmetics
egtx789469598,24,4.6,13.044694,80.26147,13.154694,80.37147,2022-03-16,17:50:00,18:05:00,Stormy,Medium ,motorcycle ,Metropolitian ,100,Outdoors
swzu927915949,34,4.1,21.185047,72.80859,21.255047,72.87859,2022-03-27,21:00:00,21:05:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,185,Apparel
rbcc589518140,23,4.9,17.422819,78.449578,17.502819,78.529578,2022-03-27,21:55:00,22:05:00,Windy,Jam ,motorcycle ,Urban ,135,Home
ppxz909778603,25,4.5,12.933284,77.615428,12.983284,77.665428,2022-03-05,23:35:00,23:50:00,Stormy,Low ,motorcycle ,Urban ,135,Kitchen
cyga536358444,25,4.4,0.0,0.0,0.07,0.07,2022-03-06,21:50:00,22:05:00,Windy,Jam ,motorcycle ,Metropolitian ,160,Outdoors
emvz457194719,22,4.6,19.065838,72.832658,19.125838,72.892658,2022-03-09,23:25:00,23:30:00,Stormy,Low ,motorcycle ,Urban ,16,Grocery
utkh168783758,38,4.6,12.297954,76.665169,12.367954,76.735169,2022-04-04,22:20:00,22:25:00,Windy,Low ,motorcycle ,Metropolitian ,110,Clothing
qges612642127,37,4.9,21.149669,72.772629,21.169669,72.792629,2022-03-19,10:25:00,10:30:00,Stormy,Low ,scooter ,Urban ,100,Clothing
jzqv866399517,25,4.6,21.157729,72.768726,21.247729,72.858726,2022-04-04,21:45:00,21:55:00,Stormy,Jam ,scooter ,Metropolitian ,110,Shoes
jwnl778366841,36,4.7,19.176269,72.836721,19.206269,72.866721,2022-04-01,22:45:00,22:50:00,Fog,Low ,scooter ,Other,95,Sports
hrqn914619016,32,4.8,22.311358,73.164798,22.351358,73.204798,2022-04-01,16:25:00,16:35:00,Fog,Medium ,motorcycle ,Metropolitian ,125,Home
eheb676769189,38,4.5,13.027018,80.254791,13.037018,80.264791,2022-03-09,09:20:00,09:35:00,Windy,Low ,scooter ,Metropolitian ,125,Sports
rgqy233634400,36,4.8,26.913483,75.803139,26.993483,75.883139,2022-03-31,18:30:00,18:45:00,Sunny,Medium ,motorcycle ,Metropolitian ,80,Clothing
ifxo856688855,31,4.4,12.299524,76.64262,12.429524,76.77262,2022-03-20,21:55:00,22:10:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,255,Jewelry
rlxs465514947,35,3.9,26.90519,75.810753,27.03519,75.940753,2022-03-12,21:00:00,21:05:00,Stormy,Jam ,scooter ,Metropolitian ,160,Electronics
jtbh622361710,23,4.6,11.001753,76.986241,11.091753,77.076241,2022-03-29,19:45:00,19:55:00,Cloudy,Jam ,scooter ,Metropolitian ,160,Kitchen
oyth322303575,22,4.7,23.355164,85.324097,23.485164,85.454097,2022-03-10,22:10:00,22:20:00,Windy,Low ,motorcycle ,Metropolitian ,60,Pet Supplies
wqry857146243,30,4.6,12.933298,77.614293,13.013298,77.694293,2022-04-06,18:55:00,19:10:00,Sunny,Medium ,motorcycle ,Urban ,90,Outdoors
bygd408748464,28,4.8,22.722634,75.886959,22.792634,75.956959,2022-03-20,18:45:00,18:55:00,Windy,Medium ,scooter ,Metropolitian ,90,Skincare
klnw098706593,22,4.6,19.055831,72.833984,19.165831,72.943984,2022-03-06,22:25:00,22:40:00,Fog,Low ,motorcycle ,Metropolitian ,120,Electronics
lunf141173571,26,4.0,18.51421,73.838429,18.62421,73.948429,2022-03-31,20:20:00,20:30:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,175,Skincare
uktv653552242,30,4.9,0.0,0.0,0.09,0.09,2022-03-18,23:30:00,23:35:00,Cloudy,Low ,scooter ,Metropolitian ,150,Cosmetics
vend475203475,33,4.5,21.149669,72.772629,21.239669,72.862629,2022-04-04,17:30:00,17:45:00,Fog,Medium ,motorcycle ,Metropolitian ,200,Books
skum462793014,38,4.8,13.022394,80.242439,13.052394,80.272439,2022-03-19,22:10:00,22:15:00,Sunny,Low ,motorcycle ,Metropolitian ,120,Cosmetics
moww765281529,28,4.7,22.728163,75.884212,22.738163,75.894212,2022-03-15,08:45:00,08:55:00,Cloudy,Low ,scooter ,Other,90,Books
xlks613740675,25,4.9,11.022298,76.998349,11.132298,77.108349,2022-03-12,17:30:00,17:45:00,Sunny,Medium ,motorcycle ,Urban ,95,Shoes
egfb937721091,24,4.5,17.431477,78.40035,17.451477,78.42035,2022-03-21,08:10:00,08:20:00,Windy,Low ,motorcycle ,Urban ,50,Apparel
ntur588436060,32,4.7,26.902328,75.794257,26.952328,75.844257,2022-03-17,17:15:00,17:30:00,Cloudy,Medium ,scooter ,Urban ,90,Clothing
tdqx784790916,34,4.8,19.12663,72.829976,19.13663,72.839976,2022-03-09,09:45:00,10:00:00,Stormy,Low ,scooter ,Metropolitian ,125,Outdoors
jtrm990737847,26,4.4,10.994136,76.963303,11.004136,76.973303,2022-03-13,12:00:00,12:05:00,Stormy,High ,motorcycle ,Metropolitian ,165,Books
kwrx221842508,27,4.6,11.024839,77.007003,11.114839,77.097003,2022-03-08,17:45:00,17:50:00,Sunny,Medium ,van,Urban ,55,Books
rgnm696210403,26,4.9,22.308096,73.167753,22.418096,73.277753,2022-03-16,19:20:00,19:35:00,Sunny,Jam ,motorcycle ,Metropolitian ,125,Apparel
etia684458038,34,4.7,21.173493,72.801953,21.183493,72.811953,2022-03-24,09:10:00,09:15:00,Fog,Low ,motorcycle ,Metropolitian ,115,Clothing
zawd759684559,25,4.9,19.874449,75.360232,19.944449,75.430232,2022-02-18,23:35:00,23:40:00,Cloudy,Low ,motorcycle ,Metropolitian ,100,Skincare
atnr239540924,26,4.7,11.003681,76.975525,11.033681,77.005525,2022-03-03,22:15:00,22:25:00,Windy,Low ,motorcycle ,Urban ,95,Toys
wdbh932012469,37,4.8,21.173493,72.801953,21.283493,72.911953,2022-03-23,19:20:00,19:30:00,Sunny,Jam ,scooter ,Urban ,90,Snacks
povf089413684,28,4.6,11.001852,76.976268,11.011852,76.986268,2022-03-09,08:55:00,09:00:00,Stormy,Low ,motorcycle ,Metropolitian ,55,Pet Supplies
lryq124633590,33,5.0,12.98041,77.640489,13.03041,77.690489,2022-04-03,19:40:00,19:55:00,Windy,Jam ,van,Urban ,150,Snacks
jdbh761699970,36,4.3,17.424114,78.347554,17.434114,78.357554,2022-03-09,11:50:00,12:00:00,Cloudy,High ,motorcycle ,Metropolitian ,155,Sports
qesh168114100,24,4.8,17.433809,78.386744,17.463809,78.416744,2022-03-24,21:10:00,21:15:00,Sandstorms,Jam ,motorcycle ,Urban ,145,Shoes
okvo878004116,26,4.7,18.546947,73.900626,18.676947,74.030626,2022-03-04,23:45:00,23:55:00,Fog,Low ,scooter ,Urban ,100,Cosmetics
itrr444215551,37,4.7,22.310526,73.170937,22.330526,73.190937,2022-04-03,08:15:00,08:30:00,Fog,Low ,motorcycle ,Urban ,140,Shoes
gtuz410544229,34,4.5,26.90519,75.810753,27.01519,75.920753,2022-03-02,00:00:00,00:05:00,Stormy,Low ,motorcycle ,Urban ,130,Shoes
zrtc897145375,31,4.3,12.323978,76.627961,12.403978,76.707961,2022-03-18,18:00:00,18:05:00,Sandstorms,Medium ,scooter ,Metropolitian ,165,Pet Supplies
qpoa998311558,23,4.5,22.760072,75.892574,22.850072,75.982574,2022-04-04,17:15:00,17:30:00,Windy,Medium ,scooter ,Urban ,80,Books
ectm900152655,37,4.8,26.913726,75.75282,26.933726,75.77282,2022-03-21,10:25:00,10:35:00,Sandstorms,Low ,scooter ,Other,110,Books
eomu037648415,21,4.2,12.352058,76.60665,12.412058,76.66665,2022-03-05,22:10:00,22:20:00,Windy,Low ,motorcycle ,Metropolitian ,105,Apparel
enne130389585,35,4.7,30.895817,75.813112,31.035817,75.953112,2022-02-12,21:40:00,21:55:00,Stormy,Jam ,motorcycle ,Metropolitian ,190,Cosmetics
ettb788098025,24,4.9,26.849596,75.800512,26.939596,75.890512,2022-03-31,17:20:00,17:25:00,Fog,Medium ,motorcycle ,Metropolitian ,38,Grocery
obxf504926475,30,4.0,-30.885814,75.786976,30.965814,75.866976,2022-02-14,18:00:00,18:15:00,Sunny,Medium ,motorcycle ,Metropolitian ,180,Books
